n;rooms;price;totsp;livesp;kitsp;dist;metrdist;walk;brick;tel;bal;floor;new;floors;nfloor;floor1;floor2;nw;w;sw;sanuzel__1_razdel__0_sovm_;okrug;price_meter;ln_price_meter;ln_livesp;ln_totsp;ln_kitsp;ln_dist;ln_metrdist;ln_metrdist_walk;ln_livesp_sq;ln_totsp_sq;ln_kitsp_sq;ln_dist_sq;ln_metrdist_sq;ln_floors;ln_nfloor;ln_floors_sq;ln_nfloor_sq;non_livesp;ln_totsp2;ln_totsp3;ln_price_metr
90;1;10862000;56;40;8;5;2;1;1;1;0;1;1;39;9;0;0;1;0;0;;szao;193964.3;12.17543;3.688879;4.025352;2.079442;1.609438;0.6931472;0.6931472;13.60783;16.20345;4.324077;2.590291;0.480453;3.663562;2.197225;13.42168;4.827796;8;16.20345623;50.1976505;12.1754294
91;1;9687200;44;30;8;5;1;1;0;0;0;1;1;38;27;0;0;1;0;0;0;szao;220163.6;12.30213;3.401197;3.78419;2.079442;1.609438;0;0;11.56814;14.32009;4.324077;2.590291;0;3.637586;3.295837;13.23203;10.86254;6;14.32009119;39.34553982;12.30212619
92;1;10700000;44;32;8;5;1;1;0;0;0;1;1;38;25;0;0;1;0;0;1;szao;243181.8;12.40156;3.465736;3.78419;2.079442;1.609438;0;0;12.01133;14.32009;4.324077;2.590291;0;3.637586;3.218876;13.23203;10.36116;4;14.32009119;41.6280815;12.40156459
93;1;10530000;45;32;8;5;1;1;0;0;0;1;1;38;2;0;0;1;0;0;1;szao;234000;12.36308;3.465736;3.806663;2.079442;1.609438;0;0;12.01133;14.49068;4.324077;2.590291;0;3.637586;0.6931472;13.23203;0.480453;5;14.49067931;41.6280815;12.36307639
94;1;10730000;55;40;8;5;1;1;0;0;0;1;1;38;3;0;0;1;0;0;1;szao;195090.9;12.18122;3.688879;4.007333;2.079442;1.609438;0;0;13.60783;16.05872;4.324077;2.590291;0;3.637586;1.098612;13.23203;1.206949;7;16.05871926;50.1976505;12.18122088
95;1;10987000;56;40;8;5;1;1;0;0;0;1;1;38;4;0;0;1;0;0;;szao;196196.4;12.18687;3.688879;4.025352;2.079442;1.609438;0;0;13.60783;16.20345;4.324077;2.590291;0;3.637586;1.386294;13.23203;1.921812;8;16.20345623;50.1976505;12.18687148
96;1;13030000;75;65;10;5;1;1;0;0;0;1;1;38;29;0;0;1;0;0;1;szao;173733.3;12.06528;4.174387;4.317488;2.302585;1.609438;0;0;17.42551;18.64071;5.301898;2.590291;0;3.637586;3.367296;13.23203;11.33868;0;18.64070361;72.74082327;12.06527664
97;1;10500000;44;16;10;5;2;1;1;0;0;1;1;39;37;0;0;1;0;0;0;szao;238636.4;12.3827;2.772589;3.78419;2.302585;1.609438;0.6931472;0.6931472;7.687248;14.32009;5.301898;2.590291;0.480453;3.663562;3.610918;13.42168;13.03873;18;14.32009119;21.31357773;12.38269633
98;1;11100000;55;25;15;5;1;1;1;0;0;1;1;37;9;0;0;1;0;0;;szao;201818.2;12.21512;3.218876;4.007333;2.70805;1.609438;0;0;10.36116;16.05872;7.333536;2.590291;0;3.610918;2.197225;13.03873;4.827796;15;16.05871926;33.35129251;12.21512257
100;1;10200000;45;35;8;5;5;0;0;1;0;1;1;37;7;0;0;1;0;0;;szao;226666.7;12.33124;3.555348;3.806663;2.079442;1.609438;1.609438;0;12.6405;14.49068;4.324077;2.590291;2.590291;3.610918;1.94591;13.03873;3.786566;2;14.49067931;44.9413766;12.33123594
101;1;11424000;55;47;8;5;5;0;0;1;0;1;1;37;11;0;0;1;0;0;;szao;207709.1;12.24389;3.850147;4.007333;2.079442;1.609438;1.609438;0;14.82364;16.05872;4.324077;2.590291;2.590291;3.610918;2.397895;13.03873;5.749902;0;16.05871926;57.07318873;12.24389382
102;1;11267000;56;45;8;5;5;0;0;1;0;1;1;37;30;0;0;1;0;0;;szao;201196.4;12.21204;3.806663;4.025352;2.079442;1.609438;1.609438;0;14.49068;16.20345;4.324077;2.590291;2.590291;3.610918;3.401197;13.03873;11.56814;3;16.20345623;55.16112538;12.21203682
103;1;11410000;56;45;8;5;5;0;0;1;0;1;1;32;4;0;0;1;0;0;;szao;203750;12.22465;3.806663;4.025352;2.079442;1.609438;1.609438;0;14.49068;16.20345;4.324077;2.590291;2.590291;3.465736;1.386294;12.01133;1.921812;3;16.20345623;55.16112538;12.22464903
104;1;11410000;56;45;8;5;5;0;0;1;0;1;1;37;14;0;0;1;0;0;;szao;203750;12.22465;3.806663;4.025352;2.079442;1.609438;1.609438;0;14.49068;16.20345;4.324077;2.590291;2.590291;3.610918;2.639057;13.03873;6.964624;3;16.20345623;55.16112538;12.22464903
105;1;13640000;42;27;10;5;5;0;0;1;0;1;1;35;8;0;0;1;0;0;;szao;324761.9;12.69085;3.295837;3.73767;2.302585;1.609438;1.609438;0;10.86254;13.97017;5.301898;2.590291;2.590291;3.555348;2.079442;12.6405;4.324077;5;13.97017418;35.80116192;12.69084758
106;1;5500000;33;21;6;13.5;12;1;0;1;0;0;1;5;1;1;0;0;0;1;0;uzao;166666.7;12.02375;3.044523;3.496508;1.791759;2.60269;2.484907;2.484907;9.269117;12.22557;3.210402;6.773994;6.174761;1.609438;0;2.590291;0;6;12.22556513;28.2200343;12.02375129
107;1;5500000;33;21;6;13.5;12;1;0;1;0;0;0;5;1;1;0;0;0;1;0;uzao;166666.7;12.02375;3.044523;3.496508;1.791759;2.60269;2.484907;2.484907;9.269117;12.22557;3.210402;6.773994;6.174761;1.609438;0;2.590291;0;6;12.22556513;28.2200343;12.02375129
108;1;6050000;32;21;6;13.5;15;1;0;1;1;1;0;5;4;0;0;0;0;1;0;uzao;189062.5;12.14983;3.044523;3.465736;1.791759;2.60269;2.70805;2.70805;9.269117;12.01133;3.210402;6.773994;7.333536;1.609438;1.386294;2.590291;1.921812;5;12.01132535;28.2200343;12.14983293
109;1;5250000;31;15;5;13.5;3;1;0;1;0;0;0;5;1;1;0;0;0;1;1;uzao;169354.8;12.03975;2.70805;3.433987;1.609438;2.60269;1.098612;1.098612;7.333536;11.79227;2.590291;6.773994;1.206949;1.609438;0;2.590291;0;11;11.79226812;19.85958335;12.0397512
110;1;6200000;32;18;6;13.5;10;1;0;1;0;1;0;9;3;0;0;0;0;1;0;uzao;193750;12.17432;2.890372;3.465736;1.791759;2.60269;2.302585;2.302585;8.354249;12.01133;3.210402;6.773994;5.301898;2.197225;1.098612;4.827796;1.206949;8;12.01132535;24.14688508;12.17432395
111;1;6000000;32;20;5;13.5;7;1;0;1;1;0;0;5;5;0;1;0;0;1;0;uzao;187500;12.14153;2.995732;3.465736;1.609438;2.60269;1.94591;1.94591;8.974412;12.01133;2.590291;6.773994;3.786566;1.609438;1.609438;2.590291;2.590291;7;12.01132535;26.88493523;12.14153412
112;1;7500000;40;20;9;13.5;11;1;0;1;1;1;0;14;4;0;0;0;0;1;0;uzao;187500;12.14153;2.995732;3.688879;2.197225;2.60269;2.397895;2.397895;8.974412;13.60783;4.827796;6.773994;5.749902;2.639057;1.386294;6.964624;1.921812;11;13.60783163;26.88493523;12.14153412
113;1;5100000;17;13;2;13.5;7;0;0;1;0;0;0;5;5;0;1;0;0;1;;uzao;300000;12.61154;2.564949;2.833213;0.6931472;2.60269;1.94591;0;6.578965;8.027098;0.480453;6.773994;3.786566;1.609438;1.609438;2.590291;2.590291;2;8.027097853;16.87471258;12.61153775
114;1;6500000;38;19;8;15.5;12;1;0;1;1;1;0;17;13;0;0;0;0;1;0;uzao;171052.6;12.04973;2.944439;3.637586;2.079442;2.74084;2.484907;2.484907;8.669721;13.23203;4.324077;7.512204;6.174761;2.833213;2.564949;8.027098;6.578965;11;13.23203307;25.52746416;12.04972639
115;1;6400000;36;15;11;15.5;3;1;0;1;1;1;0;12;2;0;0;0;0;1;1;uzao;177777.8;12.08829;2.70805;3.583519;2.397895;2.74084;1.098612;1.098612;7.333536;12.84161;5.749902;7.512204;1.206949;2.484907;0.6931472;6.174761;0.480453;10;12.84160798;19.85958335;12.08828973
116;1;6400000;37;20;7;15.5;8;1;0;1;1;1;0;17;13;0;0;0;0;1;;uzao;172973;12.06089;2.995732;3.610918;1.94591;2.74084;2.079442;2.079442;8.974412;13.03873;3.786566;7.512204;4.324077;2.833213;2.564949;8.027098;6.578965;10;13.03872817;26.88493523;12.06089079
117;1;5700000;39;19;9;15.5;12;1;0;1;1;1;0;17;10;0;0;0;0;1;0;uzao;146153.8;11.89242;2.944439;3.663562;2.197225;2.74084;2.484907;2.484907;8.669721;13.42168;4.827796;7.512204;6.174761;2.833213;2.302585;8.027098;5.301898;11;13.42168393;25.52746416;11.89241477
118;1;6300000;37;19;7;15.5;10;1;0;1;1;1;0;17;8;0;0;0;0;1;;uzao;170270.3;12.04514;2.944439;3.610918;1.94591;2.74084;2.302585;2.302585;8.669721;13.03873;3.786566;7.512204;5.301898;2.833213;2.079442;8.027098;4.324077;11;13.03872817;25.52746416;12.04514245
119;1;6950000;41;20;9;15.5;5;1;0;1;0;1;0;14;10;0;0;0;0;1;1;uzao;169512.2;12.04068;2.995732;3.713572;2.197225;2.74084;1.609438;1.609438;8.974412;13.79062;4.827796;7.512204;2.590291;2.639057;2.302585;6.964624;5.301898;12;13.79061749;26.88493523;12.04068018
120;1;6300000;15;11;2;15.5;10;0;0;1;0;1;0;12;5;0;0;0;0;1;;uzao;420000;12.94801;2.397895;2.70805;0.6931472;2.74084;2.302585;0;5.749902;7.333536;0.480453;7.512204;5.301898;2.484907;1.609438;6.174761;2.590291;2;7.333535892;13.7876622;12.94800999
121;1;5700000;38;19;8;24;5;1;0;1;1;1;1;14;12;0;0;0;0;1;0;uzao;150000;11.91839;2.944439;3.637586;2.079442;3.178054;1.609438;1.609438;8.669721;13.23203;4.324077;10.10003;2.590291;2.639057;2.484907;6.964624;6.174761;11;13.23203307;25.52746416;11.91839057
122;1;6250000;38;19;8;24;5;1;0;1;1;1;0;14;2;0;0;0;0;1;0;uzao;164473.7;12.01051;2.944439;3.637586;2.079442;3.178054;1.609438;1.609438;8.669721;13.23203;4.324077;10.10003;2.590291;2.639057;0.6931472;6.964624;0.480453;11;13.23203307;25.52746416;12.01050596
123;1;6400000;36;19;8;24;6;1;0;0;1;1;0;14;7;0;0;0;0;1;0;uzao;177777.8;12.08829;2.944439;3.583519;2.079442;3.178054;1.791759;1.791759;8.669721;12.84161;4.324077;10.10003;3.210402;2.639057;1.94591;6.964624;3.786566;9;12.84160798;25.52746416;12.08828973
124;1;5700000;38;19;8;24;5;1;0;1;1;1;0;14;12;0;0;0;0;1;0;uzao;150000;11.91839;2.944439;3.637586;2.079442;3.178054;1.609438;1.609438;8.669721;13.23203;4.324077;10.10003;2.590291;2.639057;2.484907;6.964624;6.174761;11;13.23203307;25.52746416;11.91839057
125;1;6000000;38;19;8;24;5;0;0;1;0;1;0;10;5;0;0;0;0;1;;uzao;157894.7;11.96968;2.944439;3.637586;2.079442;3.178054;1.609438;0;8.669721;13.23203;4.324077;10.10003;2.590291;2.302585;1.609438;5.301898;2.590291;11;13.23203307;25.52746416;11.96968363
126;1;5700000;35;14;9;24;5;1;0;1;0;1;0;14;4;0;0;0;0;1;;uzao;162857.1;12.00063;2.639057;3.555348;2.197225;3.178054;1.609438;1.609438;6.964624;12.6405;4.827796;10.10003;2.590291;2.639057;1.386294;6.964624;1.921812;12;12.64049984;18.38004093;12.00062841
127;1;6900000;36;16;10;24;2;1;0;1;1;1;0;10;5;0;0;0;0;1;1;uzao;191666.7;12.16351;2.772589;3.583519;2.302585;3.178054;0.6931472;0.6931472;7.687248;12.84161;5.301898;10.10003;0.480453;2.302585;1.609438;5.301898;2.590291;10;12.84160798;21.31357773;12.16351321
128;1;6000000;38;21;9;24;5;1;0;1;0;1;0;14;7;0;0;0;0;1;;uzao;157894.7;11.96968;3.044523;3.637586;2.197225;3.178054;1.609438;1.609438;9.269117;13.23203;4.827796;10.10003;2.590291;2.639057;1.94591;6.964624;3.786566;8;13.23203307;28.2200343;11.96968363
129;1;3850000;39;19;7;20.5;5;0;0;1;1;1;1;17;13;0;0;0;0;1;0;uzao;98717.95;11.50002;2.944439;3.663562;1.94591;3.020425;1.609438;0;8.669721;13.42168;3.786566;9.122966;2.590291;2.833213;2.564949;8.027098;6.578965;13;13.42168393;25.52746416;11.50002207
130;1;5050000;40;17;9;20.5;15;0;0;1;1;1;1;15;11;0;0;0;0;1;0;uzao;126250;11.74602;2.833213;3.688879;2.197225;3.020425;2.70805;0;8.027098;13.60783;4.827796;9.122966;7.333536;2.70805;2.397895;7.333536;5.749902;14;13.60783163;22.74248075;11.74601935
131;1;4500000;41;18;8;20.5;15;0;0;1;1;1;1;19;15;0;0;0;0;1;1;uzao;109756.1;11.60602;2.890372;3.713572;2.079442;3.020425;2.70805;0;8.354249;13.79062;4.324077;9.122966;7.333536;2.944439;2.70805;8.669721;7.333536;15;13.79061749;24.14688508;11.60601591
132;1;4400000;42;18;9;20.5;5;0;0;1;1;1;1;19;15;0;0;0;0;1;;uzao;104761.9;11.55945;2.890372;3.73767;2.197225;3.020425;1.609438;0;8.354249;13.97017;4.827796;9.122966;2.590291;2.944439;2.70805;8.669721;7.333536;15;13.97017418;24.14688508;11.55944544
133;1;4400000;42;18;9;20.5;5;0;0;1;1;1;0;19;15;0;0;0;0;1;;uzao;104761.9;11.55945;2.890372;3.73767;2.197225;3.020425;1.609438;0;8.354249;13.97017;4.827796;9.122966;2.590291;2.944439;2.70805;8.669721;7.333536;15;13.97017418;24.14688508;11.55944544
134;1;3850000;39;19;7;20.5;5;0;0;1;1;1;0;17;13;0;0;0;0;1;0;uzao;98717.95;11.50002;2.944439;3.663562;1.94591;3.020425;1.609438;0;8.669721;13.42168;3.786566;9.122966;2.590291;2.833213;2.564949;8.027098;6.578965;13;13.42168393;25.52746416;11.50002207
135;1;5200000;37;19;8;20.5;7;1;0;1;0;1;0;17;11;0;0;0;0;1;;uzao;140540.5;11.85325;2.944439;3.610918;2.079442;3.020425;1.94591;1.94591;8.669721;13.03873;4.324077;9.122966;3.786566;2.833213;2.397895;8.027098;5.749902;10;13.03872817;25.52746416;11.85325098
136;1;5050000;40;17;9;20.5;15;0;0;1;1;1;0;15;11;0;0;0;0;1;0;uzao;126250;11.74602;2.833213;3.688879;2.197225;3.020425;2.70805;0;8.027098;13.60783;4.827796;9.122966;7.333536;2.70805;2.397895;7.333536;5.749902;14;13.60783163;22.74248075;11.74601935
137;1;5190000;42;19;8;20.5;12;0;0;1;1;1;0;17;9;0;0;0;0;1;;uzao;123571.4;11.72458;2.944439;3.73767;2.079442;3.020425;2.484907;0;8.669721;13.97017;4.324077;9.122966;6.174761;2.833213;2.197225;8.027098;4.827796;15;13.97017418;25.52746416;11.72457441
138;1;6000000;39;21;9;20.5;10;1;0;1;1;1;0;14;6;0;0;0;0;1;1;uzao;153846.2;11.94371;3.044523;3.663562;2.197225;3.020425;2.302585;2.302585;9.269117;13.42168;4.827796;9.122966;5.301898;2.639057;1.791759;6.964624;3.210402;9;13.42168393;28.2200343;11.94370868
139;1;7800000;53;22;12;20.5;15;0;1;1;1;0;0;10;1;1;0;0;0;1;1;uzao;147169.8;11.89934;3.091043;3.970292;2.484907;3.020425;2.70805;0;9.554543;15.76322;6.174761;9.122966;7.333536;2.302585;0;5.301898;0;19;15.76321788;29.53349942;11.8993423
140;1;4120000;43;21;10;20.5;15;0;1;0;1;1;0;15;3;0;0;0;0;1;0;uzao;95813.95;11.47016;3.044523;3.7612;2.302585;3.020425;2.70805;0;9.269117;14.14663;5.301898;9.122966;7.333536;2.70805;1.098612;7.333536;1.206949;12;14.14662631;28.2200343;11.47016357
141;1;4300000;34;21;7;20.5;10;0;1;1;1;1;0;5;4;0;0;0;0;1;1;uzao;126470.6;11.74776;3.044523;3.526361;1.94591;3.020425;2.302585;0;9.269117;12.43522;3.786566;9.122966;5.301898;1.609438;1.386294;2.590291;1.921812;6;12.43521855;28.2200343;11.74776515
142;1;3700000;31;18;7;20.5;7;1;1;0;1;1;0;3;2;0;0;0;0;1;0;uzao;119354.8;11.68986;2.890372;3.433987;1.94591;3.020425;1.94591;1.94591;8.354249;11.79227;3.786566;9.122966;3.786566;1.098612;0.6931472;1.206949;0.480453;6;11.79226812;24.14688508;11.68985585
143;1;6500000;40;20;10;20.5;3;1;0;1;1;1;0;22;127;0;0;0;0;1;;uzao;162500;11.99843;2.995732;3.688879;2.302585;3.020425;1.098612;1.098612;8.974412;13.60783;5.301898;9.122966;1.206949;3.091043;4.844187;9.554543;23.46615;10;13.60783163;26.88493523;11.99843328
144;1;5600000;35;14;9;20.5;10;1;0;1;1;1;0;12;9;0;0;0;0;1;1;uzao;160000;11.98293;2.639057;3.555348;2.197225;3.020425;2.302585;2.302585;6.964624;12.6405;4.827796;9.122966;5.301898;2.484907;2.197225;6.174761;4.827796;12;12.64049984;18.38004093;11.98292909
145;1;6150000;35;17;9;25.5;7;1;0;1;0;1;1;10;3;0;0;0;0;1;1;uzao;175714.3;12.07661;2.833213;3.555348;2.197225;3.238678;1.94591;1.94591;8.027098;12.6405;4.827796;10.48904;3.786566;2.302585;1.098612;5.301898;1.206949;9;12.64049984;22.74248075;12.07661466
146;1;6500000;41;20;8;25.5;10;1;0;1;1;1;1;12;6;0;0;0;0;1;1;uzao;158536.6;11.97374;2.995732;3.713572;2.079442;3.238678;2.302585;2.302585;8.974412;13.79062;4.324077;10.48904;5.301898;2.484907;1.791759;6.174761;3.210402;13;13.79061749;26.88493523;11.97374076
147;1;6200000;38;20;11;25.5;5;1;0;1;1;1;0;22;12;0;0;0;0;1;1;uzao;163157.9;12.00247;2.995732;3.637586;2.397895;3.238678;1.609438;1.609438;8.974412;13.23203;5.749902;10.48904;2.590291;3.091043;2.484907;9.554543;6.174761;7;13.23203307;26.88493523;12.00247372
148;1;6450000;41;21;9;25.5;10;1;0;1;1;1;0;12;3;0;0;0;0;1;1;uzao;157317.1;11.96602;3.044523;3.713572;2.197225;3.238678;2.302585;2.302585;9.269117;13.79062;4.827796;10.48904;5.301898;2.484907;1.098612;6.174761;1.206949;11;13.79061749;28.2200343;11.96601879
149;1;5700000;37;18;7;25.5;5;1;0;1;0;1;0;12;2;0;0;0;0;1;0;uzao;154054;11.94506;2.890372;3.610918;1.94591;3.238678;1.609438;1.609438;8.354249;13.03873;3.786566;10.48904;2.590291;2.484907;0.6931472;6.174761;0.480453;12;13.03872817;24.14688508;11.94505847
150;1;5390000;40;23;10;25.5;9;1;0;1;1;1;0;22;2;0;0;0;0;1;;uzao;134750;11.81118;3.135494;3.688879;2.302585;3.238678;2.197225;2.197225;9.831324;13.60783;5.301898;10.48904;4.827796;3.091043;0.6931472;9.554543;0.480453;7;13.60783163;30.82605947;11.81117649
151;1;5600000;40;19;10;25.5;10;1;0;0;1;1;0;22;2;0;0;0;0;1;1;uzao;140000;11.8494;2.944439;3.688879;2.302585;3.238678;2.302585;2.302585;8.669721;13.60783;5.301898;10.48904;5.301898;3.091043;0.6931472;9.554543;0.480453;11;13.60783163;25.52746416;11.8493977
152;1;5800000;37;19;10;25.5;10;1;0;1;1;1;0;22;8;0;0;0;0;1;1;uzao;156756.8;11.96245;2.944439;3.610918;2.302585;3.238678;2.302585;2.302585;8.669721;13.03873;5.301898;10.48904;5.301898;3.091043;2.079442;9.554543;4.324077;8;13.03872817;25.52746416;11.96245084
153;1;5580000;35;14;9;25.5;7;1;0;1;1;1;0;17;8;0;0;0;0;1;1;uzao;159428.6;11.97935;2.639057;3.555348;2.197225;3.238678;1.94591;1.94591;6.964624;12.6405;4.827796;10.48904;3.786566;2.833213;2.079442;8.027098;4.324077;12;12.64049984;18.38004093;11.97935145
154;1;5850000;38;21;8;25.5;7;1;0;1;1;1;0;10;5;0;0;0;0;1;0;uzao;153947.4;11.94437;3.044523;3.637586;2.079442;3.238678;1.94591;1.94591;9.269117;13.23203;4.324077;10.48904;3.786566;2.302585;1.609438;5.301898;2.590291;9;13.23203307;28.2200343;11.94436626
155;1;5600000;35;14;9;25.5;10;1;0;1;1;1;0;12;9;0;0;0;0;1;1;uzao;160000;11.98293;2.639057;3.555348;2.197225;3.238678;2.302585;2.302585;6.964624;12.6405;4.827796;10.48904;5.301898;2.484907;2.197225;6.174761;4.827796;12;12.64049984;18.38004093;11.98292909
156;1;6000000;33;21;6;11;5;1;0;1;0;0;1;9;1;1;0;0;0;1;0;uzao;181818.2;12.11076;3.044523;3.496508;1.791759;2.397895;1.609438;1.609438;9.269117;12.22557;3.210402;5.749902;2.590291;2.197225;0;4.827796;0;6;12.22556513;28.2200343;12.11076257
157;1;5750000;33;21;7;11;5;1;0;1;0;0;0;9;1;1;0;0;0;1;0;uzao;174242.4;12.0682;3.044523;3.496508;1.94591;2.397895;1.609438;1.609438;9.269117;12.22557;3.786566;5.749902;2.590291;2.197225;0;4.827796;0;5;12.22556513;28.2200343;12.06820271
158;1;6200000;21;16;3;11;7;0;0;1;0;1;0;12;11;0;0;0;0;1;;uzao;295238.1;12.59554;2.772589;3.044523;1.098612;2.397895;1.94591;0;7.687248;9.269117;1.206949;5.749902;3.786566;2.484907;2.397895;6.174761;5.749902;2;9.269116874;21.31357773;12.59553743
159;1;7000000;42;21;10;11;5;0;0;1;0;1;0;12;5;0;0;0;0;1;1;uzao;166666.7;12.02375;3.044523;3.73767;2.302585;2.397895;1.609438;0;9.269117;13.97017;5.301898;5.749902;2.590291;2.484907;1.609438;6.174761;2.590291;11;13.97017418;28.2200343;12.02375129
160;1;5350000;33;20;6;11;10;1;1;1;1;0;0;5;5;0;1;0;0;1;0;uzao;162121.2;11.9961;2.995732;3.496508;1.791759;2.397895;2.302585;2.302585;8.974412;12.22557;3.210402;5.749902;5.301898;1.609438;1.609438;2.590291;2.590291;7;12.22556513;26.88493523;11.99609948
161;1;6000000;31;18;6;11;15;1;1;0;1;1;0;9;8;0;0;0;0;1;0;uzao;193548.4;12.17328;2.890372;3.433987;1.791759;2.397895;2.70805;2.70805;8.354249;11.79227;3.210402;5.749902;7.333536;2.197225;2.079442;4.827796;4.324077;7;11.79226812;24.14688508;12.17328289
162;1;5750000;32;21;6;11;10;1;1;1;1;1;0;9;7;0;0;0;0;1;0;uzao;179687.5;12.09897;3.044523;3.465736;1.791759;2.397895;2.302585;2.302585;9.269117;12.01133;3.210402;5.749902;5.301898;2.197225;1.94591;4.827796;3.786566;5;12.01132535;28.2200343;12.09897451
163;1;7600000;36;19;10;12.5;10;0;0;1;1;1;1;14;2;0;0;1;0;0;0;szao;211111.1;12.26014;2.944439;3.583519;2.302585;2.525729;2.302585;0;8.669721;12.84161;5.301898;6.379305;5.301898;2.639057;0.6931472;6.964624;0.480453;7;12.84160798;25.52746416;12.26013981
164;1;6100000;39;20;9;12.5;10;0;1;1;1;1;1;17;2;0;0;1;0;0;;szao;156410.3;11.96024;2.995732;3.663562;2.197225;2.525729;2.302585;0;8.974412;13.42168;4.827796;6.379305;5.301898;2.833213;0.6931472;8.027098;0.480453;10;13.42168393;26.88493523;11.96023796
165;1;4800000;33;18;10;12.5;10;0;0;1;0;0;0;12;1;1;0;1;0;0;0;szao;145454.5;11.88762;2.890372;3.496508;2.302585;2.525729;2.302585;0;8.354249;12.22557;5.301898;6.379305;5.301898;2.484907;0;6.174761;0;5;12.22556513;24.14688508;11.8876186
166;1;5850000;30;18;6;10.5;10;1;1;1;1;1;1;5;2;0;0;1;0;0;0;szao;195000;12.18075;2.890372;3.401197;1.791759;2.351375;2.302585;2.302585;8.354249;11.56814;3.210402;5.528966;5.301898;1.609438;0.6931472;2.590291;0.480453;6;11.56814363;24.14688508;12.18075484
167;1;5300000;30;18;5;10.5;10;0;1;1;1;1;1;5;4;0;0;1;0;0;0;szao;176666.7;12.08202;2.890372;3.401197;1.609438;2.351375;2.302585;0;8.354249;11.56814;2.590291;5.528966;5.301898;1.609438;1.386294;2.590291;1.921812;7;11.56814363;24.14688508;12.08202019
168;1;5400000;31;19;6;10.5;15;0;1;1;1;1;1;5;3;0;0;1;0;0;0;szao;174193.5;12.06792;2.944439;3.433987;1.791759;2.351375;2.70805;0;8.669721;11.79227;3.210402;5.528966;7.333536;1.609438;1.098612;2.590291;1.206949;6;11.79226812;25.52746416;12.06792203
169;1;4850000;31;21;5;10.5;10;0;0;1;0;0;1;12;1;1;0;1;0;0;0;szao;156451.6;11.9605;3.044523;3.433987;1.609438;2.351375;2.302585;0;9.269117;11.79227;2.590291;5.528966;5.301898;2.484907;0;6.174761;0;5;11.79226812;28.2200343;11.96050198
170;1;7100000;35;20;10;10.5;10;0;0;1;1;1;1;14;8;0;0;1;0;0;;szao;202857.1;12.22026;2.995732;3.555348;2.302585;2.351375;2.302585;0;8.974412;12.6405;5.301898;5.528966;5.301898;2.639057;2.079442;6.964624;4.324077;5;12.64049984;26.88493523;12.22025707
171;1;8000000;38;19;7;10.5;20;1;0;1;1;1;1;17;7;0;0;1;0;0;0;szao;210526.3;12.25737;2.944439;3.637586;1.94591;2.351375;2.995732;2.995732;8.669721;13.23203;3.786566;5.528966;8.974412;2.833213;1.94591;8.027098;3.786566;12;13.23203307;25.52746416;12.25736586
172;1;7800000;38;19;7;10.5;20;1;0;1;1;1;1;17;14;0;0;1;0;0;0;szao;205263.2;12.23205;2.944439;3.637586;1.94591;2.351375;2.995732;2.995732;8.669721;13.23203;3.786566;5.528966;8.974412;2.833213;2.639057;8.027098;6.964624;12;13.23203307;25.52746416;12.23204834
173;1;11500000;50;20;15;10.5;10;0;0;1;1;1;0;14;8;0;0;1;0;0;1;szao;230000;12.34583;2.995732;3.912023;2.70805;2.351375;2.302585;0;8.974412;15.30392;7.333536;5.528966;5.301898;2.639057;2.079442;6.964624;4.324077;15;15.30392399;26.88493523;12.34583459
174;1;7100000;35;20;10;10.5;10;0;0;1;1;1;0;14;8;0;0;1;0;0;;szao;202857.1;12.22026;2.995732;3.555348;2.302585;2.351375;2.302585;0;8.974412;12.6405;5.301898;5.528966;5.301898;2.639057;2.079442;6.964624;4.324077;5;12.64049984;26.88493523;12.22025707
175;1;10950000;25;18;5;10.5;5;0;0;1;0;1;0;19;5;0;0;1;0;0;;szao;438000;12.98997;2.890372;3.218876;1.609438;2.351375;1.609438;0;8.354249;10.36116;2.590291;5.528966;2.590291;2.944439;1.609438;8.669721;2.590291;2;10.36116158;24.14688508;12.98997419
176;1;5300000;31;19;6;10.5;15;0;1;1;1;1;0;5;3;0;0;1;0;0;0;szao;170967.7;12.04923;2.944439;3.433987;1.791759;2.351375;2.70805;0;8.669721;11.79227;3.210402;5.528966;7.333536;1.609438;1.098612;2.590291;1.206949;6;11.79226812;25.52746416;12.04922993
177;1;5750000;30;18;6;10.5;10;1;1;1;1;1;0;5;2;0;0;1;0;0;0;szao;191666.7;12.16351;2.890372;3.401197;1.791759;2.351375;2.302585;2.302585;8.354249;11.56814;3.210402;5.528966;5.301898;1.609438;0.6931472;2.590291;0.480453;6;11.56814363;24.14688508;12.16351321
178;1;5700000;34;19;10;10.5;10;0;0;1;1;1;0;12;6;0;0;1;0;0;0;szao;167647.1;12.02962;2.944439;3.526361;2.302585;2.351375;2.302585;0;8.669721;12.43522;5.301898;5.528966;5.301898;2.484907;1.791759;6.174761;3.210402;5;12.43521855;25.52746416;12.02961645
179;1;7650000;38;19;7;10.5;10;0;0;1;0;1;0;17;7;0;0;1;0;0;;szao;201315.8;12.21263;2.944439;3.637586;1.94591;2.351375;2.302585;0;8.669721;13.23203;3.786566;5.528966;5.301898;2.833213;1.94591;8.027098;3.786566;12;13.23203307;25.52746416;12.2126301
