ID фианита,Вес (карат),Качество огранки,Цвет,Оценка чистоты,Высота на средний диаметр (%),Ширина площадки на средний диаметр (%),Длина (мм),Ширина (мм),Высота (мм),Стоимость
908,9308,0.32,Идеальное,Белый,"Мелкие включения, видимые без увеличения",61.5,55.0,4.4,4.44,2.72,647
909,14162,0.4,Идеальное,Белый,"Мелкие включения, видимые без увеличения",60.6,56.0,4.82,4.76,2.91,870
910,21027,0.31,Идеальное,Шампань,"Очень мелкие включения, видимые без увеличения",61.7,55.0,4.35,4.37,2.69,642
911,3841,0.3,Идеальное,Зеленый,"Очень мелкие включения, не видимые без увеличения",62.1,56.0,4.3,4.33,2.68,552
912,15075,0.71,Идеальное,Шампань,"Мелкие включения, видимые без увеличения",61.9,56.0,5.71,5.73,3.54,2756
913,20507,0.31,Почти идеальное,,"Мелкие включения, видимые без увеличения",61.2,60.0,4.41,4.35,2.68,732
914,1446,0.35,Идеальное,Зеленый,Чистый,61.5,55.0,4.53,4.57,2.8,715
915,9234,0.32,Идеальное,Белый,"Очень мелкие включения, не видимые без увеличения",62.4,56.0,4.39,4.36,2.73,1080
916,25085,0.77,Почти идеальное,Голубой,"Мелкие включения, видимые без увеличения",60.7,58.0,5.95,5.91,3.6,2369
917,1269,1.21,Почти идеальное,,"Мелкие включения, видимые без увеличения",60.9,59.0,6.87,6.82,4.17,4472
918,6197,0.55,Почти идеальное,Розовый,"Мелкие включения, видимые без увеличения",60.2,58.0,5.31,5.35,3.21,1410
919,24097,0.34,Идеальное,Шампань,"Мелкие включения, видимые без увеличения",61.0,57.0,4.48,4.51,2.74,596
920,13046,0.54,Идеальное,Шампань,"Очень мелкие включения, видимые без увеличения",61.7,55.0,5.23,5.2,3.22,1609
921,3685,0.33,Идеальное,Белый,"Очень мелкие включения, видимые без увеличения",61.9,55.0,4.41,4.44,2.74,666
922,20339,0.31,Идеальное,Шампань,"Очень мелкие включения, не видимые без увеличения",59.9,62.0,4.4,4.41,2.64,755
923,9448,0.33,Почти идеальное,Розовый,"Очень мелкие включения, видимые без увеличения",60.8,58.0,4.44,4.47,2.71,666
924,21710,0.3,Идеальное,Аква,"Очень мелкие включения, видимые без увеличения",61.8,57.0,4.27,4.3,2.65,949
925,1907,0.71,Идеальное,Зеленый,"Мелкие включения, видимые без увеличения",61.6,55.0,5.72,5.74,3.53,2319
926,13070,0.7,Очень хорошее,Шампань,"Очень мелкие включения, видимые без увеличения",64.1,59.0,5.64,5.59,3.6,2777
927,8624,0.46,Хорошее,Голубой,"Очень мелкие включения, видимые без увеличения",65.6,58.0,4.8,4.84,3.16,830
928,13206,0.46,Идеальное,Шампань,"Очень мелкие включения, видимые без увеличения",60.3,56.0,5.02,5.06,3.04,1834
929,10807,0.53,Отличное,Голубой,"Мелкие включения, видимые без увеличения",61.7,60.0,5.17,5.21,3.2,1152
930,6753,0.57,Идеальное,Голубой,"Очень мелкие включения, не видимые без увеличения",60.9,56.0,5.36,5.38,3.27,1949
931,12440,0.37,Идеальное,Шампань,"Мелкие включения, видимые без увеличения",61.9,56.0,4.57,4.6,2.84,649
932,24996,0.33,Отличное,Белый,"Очень мелкие включения, видимые без увеличения",62.9,57.0,4.38,4.43,2.77,666
933,19408,0.53,Идеальное,Розовый,"Очень мелкие включения, видимые без увеличения",61.1,56.0,5.22,5.26,3.2,1631
934,25613,0.71,Идеальное,Белый,"Мелкие включения, видимые без увеличения",61.7,56.0,5.74,5.77,3.55,2518
935,19954,0.41,Идеальное,Белый,"Мелкие включения, видимые без увеличения",62.1,55.0,4.78,4.81,2.98,1110
936,7610,0.5,Идеальное,Шампань,"Очень мелкие включения, видимые без увеличения",62.7,55.0,5.08,5.12,3.2,1451
937,6646,0.59,Почти идеальное,Аква,"Мелкие включения, видимые без увеличения",62.3,54.0,5.41,5.38,3.36,1912
938,1548,0.7,Почти идеальное,,"Очень мелкие включения, видимые без увеличения",62.2,58.0,5.74,5.68,3.55,2184
939,14064,0.55,Отличное,Шампань,"Мелкие включения, видимые без увеличения",63.2,58.0,5.21,5.23,3.3,1381
940,7133,0.72,Идеальное,Розовый,"Мелкие включения, видимые без увеличения",62.4,57.0,5.71,5.74,3.57,2514
941,15624,0.72,Отличное,,"Мелкие включения, видимые без увеличения",63.1,57.0,5.66,5.72,3.59,2353
942,2251,0.5,Отличное,Аква,"Мелкие включения, видимые без увеличения",63.1,56.0,5.05,4.96,3.16,1015
943,15884,0.34,Идеальное,Розовый,"Мелкие включения, видимые без увеличения",61.1,56.0,4.52,4.55,2.77,537
944,23125,0.41,Идеальное,Розовый,"Очень мелкие включения, видимые без увеличения",61.3,55.0,4.83,4.79,2.95,1076
945,11862,0.3,Идеальное,Шампань,"Очень мелкие включения, видимые без увеличения",61.8,56.0,4.32,4.29,2.66,844
946,19708,0.7,Идеальное,Белый,"Очень мелкие включения, не видимые без увеличения",60.6,56.0,5.69,5.82,3.49,3191
947,10829,0.34,Идеальное,Розовый,"Очень мелкие включения, не видимые без увеличения",61.8,56.0,4.49,4.47,2.77,914
948,11017,0.9,Почти идеальное,Голубой,"Очень мелкие включения, видимые без увеличения",62.0,57.0,6.16,6.1,3.8,4082
949,15947,0.32,Отличное,Белый,"Мелкие включения, видимые без увеличения",62.4,59.0,4.35,4.4,2.73,421
950,8517,0.32,Идеальное,Аква,"Очень мелкие включения, видимые без увеличения",61.7,57.0,4.36,4.39,2.7,758
951,22845,0.23,Отличное,Аква,"Очень мелкие включения, видимые без увеличения",61.8,57.0,3.9,3.93,2.42,357
952,1512,0.33,Почти идеальное,Белый,"Очень мелкие включения, видимые без увеличения",62.4,59.0,4.47,4.41,2.77,854
953,19961,0.9,Отличное,Белый,"Мелкие включения, видимые без увеличения",60.3,63.0,6.33,6.25,3.79,3478
954,16009,0.96,Хорошее,Желтый,"Мелкие включения, видимые без увеличения",67.3,56.0,6.06,6.01,4.06,2517
955,9865,0.23,Почти идеальное,Шампань,"Очень мелкие включения, не видимые без увеличения",60.8,56.0,3.99,3.94,2.41,640
956,10650,0.31,Идеальное,Аква,"Мелкие включения, видимые без увеличения",62.2,54.0,4.36,4.39,2.72,565
957,110,0.41,Отличное,Голубой,"Очень мелкие включения, не видимые без увеличения",62.0,56.0,4.77,4.81,2.97,873
958,4912,0.85,Отличное,Шампань,"Очень мелкие включения, видимые без увеличения",60.2,60.0,6.09,6.14,3.68,3871
959,10398,0.49,Отличное,Белый,"Очень мелкие включения, видимые без увеличения",60.1,56.0,5.13,5.15,3.09,1198
960,2115,0.52,Идеальное,Шампань,"Очень мелкие включения, видимые без увеличения",61.3,55.0,5.18,5.2,3.18,1712
961,15249,0.33,Почти идеальное,Шампань,"Мелкие включения, видимые без увеличения",60.9,58.0,4.5,4.46,2.73,743
962,8366,0.3,Почти идеальное,Белый,"Очень мелкие включения, видимые без увеличения",60.0,60.0,4.33,4.3,2.59,776
963,21765,0.62,Идеальное,Аква,"Очень мелкие включения, видимые без увеличения",61.0,57.0,5.51,5.54,3.37,2562
964,12750,0.9,Отличное,Голубой,"Очень мелкие включения, видимые без увеличения",62.1,59.0,6.09,6.14,3.8,4309
965,7798,0.27,Отличное,Белый,"Очень мелкие включения, видимые без увеличения",61.9,56.0,4.13,4.16,2.56,439
966,22831,0.54,Отличное,Аква,"Мелкие включения, видимые без увеличения",62.0,55.0,5.21,5.24,3.24,1662
967,2038,0.71,Хорошее,Розовый,"Очень мелкие включения, видимые без увеличения",57.3,67.0,5.96,5.76,3.36,2707
968,4095,0.72,Очень хорошее,Розовый,"Очень мелкие включения, видимые без увеличения",61.1,60.0,5.72,5.76,3.51,2705
969,18996,0.74,Идеальное,Розовый,"Очень мелкие включения, видимые без увеличения",62.3,57.0,5.79,5.77,3.6,3170
970,7385,1.03,Хорошее,Зеленый,"Мелкие включения, видимые без увеличения",65.2,56.0,6.42,6.35,4.16,3530
971,12929,0.72,Отличное,Голубой,"Очень мелкие включения, видимые без увеличения",60.6,63.0,5.83,5.76,3.51,2782
972,16747,0.3,Идеальное,Белый,"Очень мелкие включения, видимые без увеличения",60.9,57.0,4.34,4.36,2.65,624
973,15323,0.8,Почти идеальное,Белый,Чистый,62.6,58.0,5.93,5.89,3.7,4193
974,14145,0.5,Отличное,Аква,"Мелкие включения, видимые без увеличения",60.7,59.0,5.11,5.04,3.08,1190
975,20890,0.5,Почти идеальное,Белый,"Очень мелкие включения, не видимые без увеличения",61.3,57.0,5.15,5.07,3.13,1987
976,10106,0.36,Идеальное,Розовый,"Очень мелкие включения, не видимые без увеличения",60.4,58.0,4.61,4.66,2.8,853
977,9939,1.07,Почти идеальное,Зеленый,"Мелкие включения, видимые без увеличения",61.2,58.0,6.62,6.55,4.03,4126
978,8273,0.43,Идеальное,Белый,"Очень мелкие включения, не видимые без увеличения",61.5,56.0,4.85,4.87,2.99,1207
979,16677,0.56,Почти идеальное,Аква,"Мелкие включения, видимые без увеличения",60.4,58.0,5.32,5.37,3.23,1388
980,5963,0.56,Очень хорошее,Шампань,"Очень мелкие включения, видимые без увеличения",62.3,63.0,5.22,5.27,3.27,1920
981,10570,0.39,Отличное,Розовый,"Очень мелкие включения, не видимые без увеличения",63.3,56.0,4.63,4.66,2.94,944
982,22585,0.33,Почти идеальное,Зеленый,"Очень мелкие включения, не видимые без увеличения",61.5,58.0,4.45,4.43,2.73,743
983,21070,0.25,Идеальное,Розовый,"Очень мелкие включения, видимые без увеличения",61.8,56.0,4.07,4.09,2.52,595
984,24390,0.41,Идеальное,Розовый,Чистый,61.4,56.0,4.81,4.83,2.96,1439
985,26047,1.03,Отличное,Белый,"Мелкие включения, видимые без увеличения",63.1,58.0,6.41,6.37,4.03,4060
986,8801,0.51,Хорошее,Голубой,"Очень мелкие включения, видимые без увеличения",55.5,64.0,5.44,5.4,3.01,1234
987,16359,0.34,Идеальное,Белый,Чистый,62.2,56.0,4.45,4.46,2.77,984
988,17297,0.32,Идеальное,Розовый,"Очень мелкие включения, видимые без увеличения",61.7,55.0,4.41,4.4,2.72,828
989,25011,0.42,Идеальное,Белый,"Очень мелкие включения, не видимые без увеличения",61.3,56.0,4.81,4.82,2.95,1031
990,9797,0.33,Идеальное,,"Очень мелкие включения, видимые без увеличения",62.5,55.0,4.46,4.41,2.77,792
991,16640,0.41,Почти идеальное,Аква,"Очень мелкие включения, не видимые без увеличения",61.9,59.0,4.75,4.78,2.95,1105
992,4993,0.43,Почти идеальное,,"Мелкие включения, видимые без увеличения",61.1,58.0,4.9,4.86,2.98,919
993,26227,0.79,Отличное,Аква,"Мелкие включения, видимые без увеличения",59.7,58.0,6.0,6.07,3.6,2878
994,13721,0.7,Очень хорошее,Голубой,"Мелкие включения, видимые без увеличения",65.4,59.0,5.46,5.52,3.59,1840
995,4508,0.9,Отличное,Розовый,"Мелкие включения, видимые без увеличения",60.4,60.0,6.23,6.29,3.78,3950
996,24027,0.9,Очень хорошее,Шампань,"Мелкие включения, видимые без увеличения",64.3,62.0,6.0,6.07,3.88,3400
997,19647,0.52,Отличное,Розовый,"Очень мелкие включения, видимые без увеличения",62.4,57.0,5.12,5.13,3.2,1607
998,19529,0.28,Идеальное,Голубой,"Очень мелкие включения, видимые без увеличения",61.9,55.0,4.2,4.23,2.61,467
999,9736,1.01,Очень хорошее,Розовый,"Мелкие включения, видимые без увеличения",64.0,56.0,6.25,6.32,4.02,3768
